DateKey;Date;Day;Month;ShortMonth;MonthNo;Quarter;Year
20061029;28.10.2012;Sunday;October;Oct;10;4;2012
20061030;29.10.2012;Monday;October;Oct;10;4;2012
20061031;30.10.2012;Tuesday;October;Oct;10;4;2012
20061101;31.10.2012;Wednesday;November;Nov;11;4;2012
20061102;1.11.2012;Thursday;November;Nov;11;4;2012
20061103;2.11.2012;Friday;November;Nov;11;4;2012
20061104;3.11.2012;Saturday;November;Nov;11;4;2012
20061105;4.11.2012;Sunday;November;Nov;11;4;2012
20061106;5.11.2012;Monday;November;Nov;11;4;2012
20061107;6.11.2012;Tuesday;November;Nov;11;4;2012
20061108;7.11.2012;Wednesday;November;Nov;11;4;2012
20061109;8.11.2012;Thursday;November;Nov;11;4;2012
20061110;9.11.2012;Friday;November;Nov;11;4;2012
20061111;10.11.2012;Saturday;November;Nov;11;4;2012
20061112;11.11.2012;Sunday;November;Nov;11;4;2012
20061113;12.11.2012;Monday;November;Nov;11;4;2012
20061114;13.11.2012;Tuesday;November;Nov;11;4;2012
20061115;14.11.2012;Wednesday;November;Nov;11;4;2012
20061116;15.11.2012;Thursday;November;Nov;11;4;2012
20061117;16.11.2012;Friday;November;Nov;11;4;2012
20061118;17.11.2012;Saturday;November;Nov;11;4;2012
20061119;18.11.2012;Sunday;November;Nov;11;4;2012
20061120;19.11.2012;Monday;November;Nov;11;4;2012
20061121;20.11.2012;Tuesday;November;Nov;11;4;2012
20061122;21.11.2012;Wednesday;November;Nov;11;4;2012
20061123;22.11.2012;Thursday;November;Nov;11;4;2012
20061124;23.11.2012;Friday;November;Nov;11;4;2012
20061125;24.11.2012;Saturday;November;Nov;11;4;2012
20061126;25.11.2012;Sunday;November;Nov;11;4;2012
20061127;26.11.2012;Monday;November;Nov;11;4;2012
20061128;27.11.2012;Tuesday;November;Nov;11;4;2012
20061129;28.11.2012;Wednesday;November;Nov;11;4;2012
20061130;29.11.2012;Thursday;November;Nov;11;4;2012
20061201;30.11.2012;Friday;December;Dec;12;4;2012
20061202;1.12.2012;Saturday;December;Dec;12;4;2012
20061203;2.12.2012;Sunday;December;Dec;12;4;2012
20061204;3.12.2012;Monday;December;Dec;12;4;2012
20061205;4.12.2012;Tuesday;December;Dec;12;4;2012
20061206;5.12.2012;Wednesday;December;Dec;12;4;2012
20061207;6.12.2012;Thursday;December;Dec;12;4;2012
20061208;7.12.2012;Friday;December;Dec;12;4;2012
20061209;8.12.2012;Saturday;December;Dec;12;4;2012
20061210;9.12.2012;Sunday;December;Dec;12;4;2012
20061211;10.12.2012;Monday;December;Dec;12;4;2012
20061212;11.12.2012;Tuesday;December;Dec;12;4;2012
20061213;12.12.2012;Wednesday;December;Dec;12;4;2012
20061214;13.12.2012;Thursday;December;Dec;12;4;2012
20061215;14.12.2012;Friday;December;Dec;12;4;2012
20061216;15.12.2012;Saturday;December;Dec;12;4;2012
20061217;16.12.2012;Sunday;December;Dec;12;4;2012
20061218;17.12.2012;Monday;December;Dec;12;4;2012
20061219;18.12.2012;Tuesday;December;Dec;12;4;2012
20061220;19.12.2012;Wednesday;December;Dec;12;4;2012
20061221;20.12.2012;Thursday;December;Dec;12;4;2012
20061222;21.12.2012;Friday;December;Dec;12;4;2012
20061223;22.12.2012;Saturday;December;Dec;12;4;2012
20061224;23.12.2012;Sunday;December;Dec;12;4;2012
20061225;24.12.2012;Monday;December;Dec;12;4;2012
20061226;25.12.2012;Tuesday;December;Dec;12;4;2012
20061227;26.12.2012;Wednesday;December;Dec;12;4;2012
20061228;27.12.2012;Thursday;December;Dec;12;4;2012
20061229;28.12.2012;Friday;December;Dec;12;4;2012
20061230;29.12.2012;Saturday;December;Dec;12;4;2012
20061231;30.12.2012;Sunday;December;Dec;12;4;2012
20070101;31.12.2012;Monday;January;Jan;1;1;2013
20070102;1.01.2013;Tuesday;January;Jan;1;1;2013
20070103;2.01.2013;Wednesday;January;Jan;1;1;2013
20070104;3.01.2013;Thursday;January;Jan;1;1;2013
20070105;4.01.2013;Friday;January;Jan;1;1;2013
20070106;5.01.2013;Saturday;January;Jan;1;1;2013
20070107;6.01.2013;Sunday;January;Jan;1;1;2013
20070108;7.01.2013;Monday;January;Jan;1;1;2013
20070109;8.01.2013;Tuesday;January;Jan;1;1;2013
20070110;9.01.2013;Wednesday;January;Jan;1;1;2013
20070111;10.01.2013;Thursday;January;Jan;1;1;2013
20070112;11.01.2013;Friday;January;Jan;1;1;2013
20070113;12.01.2013;Saturday;January;Jan;1;1;2013
20070114;13.01.2013;Sunday;January;Jan;1;1;2013
20070115;14.01.2013;Monday;January;Jan;1;1;2013
20070116;15.01.2013;Tuesday;January;Jan;1;1;2013
20070117;16.01.2013;Wednesday;January;Jan;1;1;2013
20070118;17.01.2013;Thursday;January;Jan;1;1;2013
20070119;18.01.2013;Friday;January;Jan;1;1;2013
20070120;19.01.2013;Saturday;January;Jan;1;1;2013
20070121;20.01.2013;Sunday;January;Jan;1;1;2013
20070122;21.01.2013;Monday;January;Jan;1;1;2013
20070123;22.01.2013;Tuesday;January;Jan;1;1;2013
20070124;23.01.2013;Wednesday;January;Jan;1;1;2013
20070125;24.01.2013;Thursday;January;Jan;1;1;2013
20070126;25.01.2013;Friday;January;Jan;1;1;2013
20070127;26.01.2013;Saturday;January;Jan;1;1;2013
20070128;27.01.2013;Sunday;January;Jan;1;1;2013
20070129;28.01.2013;Monday;January;Jan;1;1;2013
20070130;29.01.2013;Tuesday;January;Jan;1;1;2013
20070131;30.01.2013;Wednesday;January;Jan;1;1;2013
20070201;31.01.2013;Thursday;February;Feb;2;1;2013
20070202;1.02.2013;Friday;February;Feb;2;1;2013
20070203;2.02.2013;Saturday;February;Feb;2;1;2013
20070204;3.02.2013;Sunday;February;Feb;2;1;2013
20070205;4.02.2013;Monday;February;Feb;2;1;2013
20070206;5.02.2013;Tuesday;February;Feb;2;1;2013
20070207;6.02.2013;Wednesday;February;Feb;2;1;2013
20070208;7.02.2013;Thursday;February;Feb;2;1;2013
20070209;8.02.2013;Friday;February;Feb;2;1;2013
20070210;9.02.2013;Saturday;February;Feb;2;1;2013
20070211;10.02.2013;Sunday;February;Feb;2;1;2013
20070212;11.02.2013;Monday;February;Feb;2;1;2013
20070213;12.02.2013;Tuesday;February;Feb;2;1;2013
20070214;13.02.2013;Wednesday;February;Feb;2;1;2013
20070215;14.02.2013;Thursday;February;Feb;2;1;2013
20070216;15.02.2013;Friday;February;Feb;2;1;2013
20070217;16.02.2013;Saturday;February;Feb;2;1;2013
20070218;17.02.2013;Sunday;February;Feb;2;1;2013
20070219;18.02.2013;Monday;February;Feb;2;1;2013
20070220;19.02.2013;Tuesday;February;Feb;2;1;2013
20070221;20.02.2013;Wednesday;February;Feb;2;1;2013
20070222;21.02.2013;Thursday;February;Feb;2;1;2013
20070223;22.02.2013;Friday;February;Feb;2;1;2013
20070224;23.02.2013;Saturday;February;Feb;2;1;2013
20070225;24.02.2013;Sunday;February;Feb;2;1;2013
20070226;25.02.2013;Monday;February;Feb;2;1;2013
20070227;26.02.2013;Tuesday;February;Feb;2;1;2013
20070228;27.02.2013;Wednesday;February;Feb;2;1;2013
20070301;28.02.2013;Thursday;March;Mar;3;1;2013
20070302;1.03.2013;Friday;March;Mar;3;1;2013
20070303;2.03.2013;Saturday;March;Mar;3;1;2013
20070304;3.03.2013;Sunday;March;Mar;3;1;2013
20070305;4.03.2013;Monday;March;Mar;3;1;2013
20070306;5.03.2013;Tuesday;March;Mar;3;1;2013
20070307;6.03.2013;Wednesday;March;Mar;3;1;2013
20070308;7.03.2013;Thursday;March;Mar;3;1;2013
20070309;8.03.2013;Friday;March;Mar;3;1;2013
20070310;9.03.2013;Saturday;March;Mar;3;1;2013
20070311;10.03.2013;Sunday;March;Mar;3;1;2013
20070312;11.03.2013;Monday;March;Mar;3;1;2013
20070313;12.03.2013;Tuesday;March;Mar;3;1;2013
20070314;13.03.2013;Wednesday;March;Mar;3;1;2013
20070315;14.03.2013;Thursday;March;Mar;3;1;2013
20070316;15.03.2013;Friday;March;Mar;3;1;2013
20070317;16.03.2013;Saturday;March;Mar;3;1;2013
20070318;17.03.2013;Sunday;March;Mar;3;1;2013
20070319;18.03.2013;Monday;March;Mar;3;1;2013
20070320;19.03.2013;Tuesday;March;Mar;3;1;2013
20070321;20.03.2013;Wednesday;March;Mar;3;1;2013
20070322;21.03.2013;Thursday;March;Mar;3;1;2013
20070323;22.03.2013;Friday;March;Mar;3;1;2013
20070324;23.03.2013;Saturday;March;Mar;3;1;2013
20070325;24.03.2013;Sunday;March;Mar;3;1;2013
20070326;25.03.2013;Monday;March;Mar;3;1;2013
20070327;26.03.2013;Tuesday;March;Mar;3;1;2013
20070328;27.03.2013;Wednesday;March;Mar;3;1;2013
20070329;28.03.2013;Thursday;March;Mar;3;1;2013
20070330;29.03.2013;Friday;March;Mar;3;1;2013
20070331;30.03.2013;Saturday;March;Mar;3;1;2013
20070401;31.03.2013;Sunday;April;Apr;4;2;2013
20070402;1.04.2013;Monday;April;Apr;4;2;2013
20070403;2.04.2013;Tuesday;April;Apr;4;2;2013
20070404;3.04.2013;Wednesday;April;Apr;4;2;2013
20070405;4.04.2013;Thursday;April;Apr;4;2;2013
20070406;5.04.2013;Friday;April;Apr;4;2;2013
20070407;6.04.2013;Saturday;April;Apr;4;2;2013
20070408;7.04.2013;Sunday;April;Apr;4;2;2013
20070409;8.04.2013;Monday;April;Apr;4;2;2013
20070410;9.04.2013;Tuesday;April;Apr;4;2;2013
20070411;10.04.2013;Wednesday;April;Apr;4;2;2013
20070412;11.04.2013;Thursday;April;Apr;4;2;2013
20070413;12.04.2013;Friday;April;Apr;4;2;2013
20070414;13.04.2013;Saturday;April;Apr;4;2;2013
20070415;14.04.2013;Sunday;April;Apr;4;2;2013
20070416;15.04.2013;Monday;April;Apr;4;2;2013
20070417;16.04.2013;Tuesday;April;Apr;4;2;2013
20070418;17.04.2013;Wednesday;April;Apr;4;2;2013
20070419;18.04.2013;Thursday;April;Apr;4;2;2013
20070420;19.04.2013;Friday;April;Apr;4;2;2013
20070421;20.04.2013;Saturday;April;Apr;4;2;2013
20070422;21.04.2013;Sunday;April;Apr;4;2;2013
20070423;22.04.2013;Monday;April;Apr;4;2;2013
20070424;23.04.2013;Tuesday;April;Apr;4;2;2013
20070425;24.04.2013;Wednesday;April;Apr;4;2;2013
20070426;25.04.2013;Thursday;April;Apr;4;2;2013
20070427;26.04.2013;Friday;April;Apr;4;2;2013
20070428;27.04.2013;Saturday;April;Apr;4;2;2013
20070429;28.04.2013;Sunday;April;Apr;4;2;2013
20070430;29.04.2013;Monday;April;Apr;4;2;2013
20070501;30.04.2013;Tuesday;May;May;5;2;2013
20070502;1.05.2013;Wednesday;May;May;5;2;2013
20070503;2.05.2013;Thursday;May;May;5;2;2013
20070504;3.05.2013;Friday;May;May;5;2;2013
20070505;4.05.2013;Saturday;May;May;5;2;2013
20070506;5.05.2013;Sunday;May;May;5;2;2013
20070507;6.05.2013;Monday;May;May;5;2;2013
20070508;7.05.2013;Tuesday;May;May;5;2;2013
20070509;8.05.2013;Wednesday;May;May;5;2;2013
20070510;9.05.2013;Thursday;May;May;5;2;2013
20070511;10.05.2013;Friday;May;May;5;2;2013
20070512;11.05.2013;Saturday;May;May;5;2;2013
20070513;12.05.2013;Sunday;May;May;5;2;2013
20070514;13.05.2013;Monday;May;May;5;2;2013
20070515;14.05.2013;Tuesday;May;May;5;2;2013
20070516;15.05.2013;Wednesday;May;May;5;2;2013
20070517;16.05.2013;Thursday;May;May;5;2;2013
20070518;17.05.2013;Friday;May;May;5;2;2013
20070519;18.05.2013;Saturday;May;May;5;2;2013
20070520;19.05.2013;Sunday;May;May;5;2;2013
20070521;20.05.2013;Monday;May;May;5;2;2013
20070522;21.05.2013;Tuesday;May;May;5;2;2013
20070523;22.05.2013;Wednesday;May;May;5;2;2013
20070524;23.05.2013;Thursday;May;May;5;2;2013
20070525;24.05.2013;Friday;May;May;5;2;2013
20070526;25.05.2013;Saturday;May;May;5;2;2013
20070527;26.05.2013;Sunday;May;May;5;2;2013
20070528;27.05.2013;Monday;May;May;5;2;2013
20070529;28.05.2013;Tuesday;May;May;5;2;2013
20070530;29.05.2013;Wednesday;May;May;5;2;2013
20070531;30.05.2013;Thursday;May;May;5;2;2013
20070601;31.05.2013;Friday;June;Jun;6;2;2013
20070602;1.06.2013;Saturday;June;Jun;6;2;2013
20070603;2.06.2013;Sunday;June;Jun;6;2;2013
20070604;3.06.2013;Monday;June;Jun;6;2;2013
20070605;4.06.2013;Tuesday;June;Jun;6;2;2013
20070606;5.06.2013;Wednesday;June;Jun;6;2;2013
20070607;6.06.2013;Thursday;June;Jun;6;2;2013
20070608;7.06.2013;Friday;June;Jun;6;2;2013
20070609;8.06.2013;Saturday;June;Jun;6;2;2013
20070610;9.06.2013;Sunday;June;Jun;6;2;2013
20070611;10.06.2013;Monday;June;Jun;6;2;2013
20070612;11.06.2013;Tuesday;June;Jun;6;2;2013
20070613;12.06.2013;Wednesday;June;Jun;6;2;2013
20070614;13.06.2013;Thursday;June;Jun;6;2;2013
20070615;14.06.2013;Friday;June;Jun;6;2;2013
20070616;15.06.2013;Saturday;June;Jun;6;2;2013
20070617;16.06.2013;Sunday;June;Jun;6;2;2013
20070618;17.06.2013;Monday;June;Jun;6;2;2013
20070619;18.06.2013;Tuesday;June;Jun;6;2;2013
20070620;19.06.2013;Wednesday;June;Jun;6;2;2013
20070621;20.06.2013;Thursday;June;Jun;6;2;2013
20070622;21.06.2013;Friday;June;Jun;6;2;2013
20070623;22.06.2013;Saturday;June;Jun;6;2;2013
20070624;23.06.2013;Sunday;June;Jun;6;2;2013
20070625;24.06.2013;Monday;June;Jun;6;2;2013
20070626;25.06.2013;Tuesday;June;Jun;6;2;2013
20070627;26.06.2013;Wednesday;June;Jun;6;2;2013
20070628;27.06.2013;Thursday;June;Jun;6;2;2013
20070629;28.06.2013;Friday;June;Jun;6;2;2013
20070630;29.06.2013;Saturday;June;Jun;6;2;2013
20070701;30.06.2013;Sunday;July;Jul;7;3;2013
20070702;1.07.2013;Monday;July;Jul;7;3;2013
20070703;2.07.2013;Tuesday;July;Jul;7;3;2013
20070704;3.07.2013;Wednesday;July;Jul;7;3;2013
20070705;4.07.2013;Thursday;July;Jul;7;3;2013
20070706;5.07.2013;Friday;July;Jul;7;3;2013
20070707;6.07.2013;Saturday;July;Jul;7;3;2013
20070708;7.07.2013;Sunday;July;Jul;7;3;2013
20070709;8.07.2013;Monday;July;Jul;7;3;2013
20070710;9.07.2013;Tuesday;July;Jul;7;3;2013
20070711;10.07.2013;Wednesday;July;Jul;7;3;2013
20070712;11.07.2013;Thursday;July;Jul;7;3;2013
20070713;12.07.2013;Friday;July;Jul;7;3;2013
20070714;13.07.2013;Saturday;July;Jul;7;3;2013
20070715;14.07.2013;Sunday;July;Jul;7;3;2013
20070716;15.07.2013;Monday;July;Jul;7;3;2013
20070717;16.07.2013;Tuesday;July;Jul;7;3;2013
20070718;17.07.2013;Wednesday;July;Jul;7;3;2013
20070719;18.07.2013;Thursday;July;Jul;7;3;2013
20070720;19.07.2013;Friday;July;Jul;7;3;2013
20070721;20.07.2013;Saturday;July;Jul;7;3;2013
20070722;21.07.2013;Sunday;July;Jul;7;3;2013
20070723;22.07.2013;Monday;July;Jul;7;3;2013
20070724;23.07.2013;Tuesday;July;Jul;7;3;2013
20070725;24.07.2013;Wednesday;July;Jul;7;3;2013
20070726;25.07.2013;Thursday;July;Jul;7;3;2013
20070727;26.07.2013;Friday;July;Jul;7;3;2013
20070728;27.07.2013;Saturday;July;Jul;7;3;2013
20070729;28.07.2013;Sunday;July;Jul;7;3;2013
20070730;29.07.2013;Monday;July;Jul;7;3;2013
20070731;30.07.2013;Tuesday;July;Jul;7;3;2013
20070801;31.07.2013;Wednesday;August;Aug;8;3;2013
20070802;1.08.2013;Thursday;August;Aug;8;3;2013
20070803;2.08.2013;Friday;August;Aug;8;3;2013
20070804;3.08.2013;Saturday;August;Aug;8;3;2013
20070805;4.08.2013;Sunday;August;Aug;8;3;2013
20070806;5.08.2013;Monday;August;Aug;8;3;2013
20070807;6.08.2013;Tuesday;August;Aug;8;3;2013
20070808;7.08.2013;Wednesday;August;Aug;8;3;2013
20070809;8.08.2013;Thursday;August;Aug;8;3;2013
20070810;9.08.2013;Friday;August;Aug;8;3;2013
20070811;10.08.2013;Saturday;August;Aug;8;3;2013
20070812;11.08.2013;Sunday;August;Aug;8;3;2013
20070813;12.08.2013;Monday;August;Aug;8;3;2013
20070814;13.08.2013;Tuesday;August;Aug;8;3;2013
20070815;14.08.2013;Wednesday;August;Aug;8;3;2013
20070816;15.08.2013;Thursday;August;Aug;8;3;2013
20070817;16.08.2013;Friday;August;Aug;8;3;2013
20070818;17.08.2013;Saturday;August;Aug;8;3;2013
20070819;18.08.2013;Sunday;August;Aug;8;3;2013
20070820;19.08.2013;Monday;August;Aug;8;3;2013
20070821;20.08.2013;Tuesday;August;Aug;8;3;2013
20070822;21.08.2013;Wednesday;August;Aug;8;3;2013
20070823;22.08.2013;Thursday;August;Aug;8;3;2013
20070824;23.08.2013;Friday;August;Aug;8;3;2013
20070825;24.08.2013;Saturday;August;Aug;8;3;2013
20070826;25.08.2013;Sunday;August;Aug;8;3;2013
20070827;26.08.2013;Monday;August;Aug;8;3;2013
20070828;27.08.2013;Tuesday;August;Aug;8;3;2013
20070829;28.08.2013;Wednesday;August;Aug;8;3;2013
20070830;29.08.2013;Thursday;August;Aug;8;3;2013
20070831;30.08.2013;Friday;August;Aug;8;3;2013
20070901;31.08.2013;Saturday;September;Sep;9;3;2013
20070902;1.09.2013;Sunday;September;Sep;9;3;2013
20070903;2.09.2013;Monday;September;Sep;9;3;2013
20070904;3.09.2013;Tuesday;September;Sep;9;3;2013
20070905;4.09.2013;Wednesday;September;Sep;9;3;2013
20070906;5.09.2013;Thursday;September;Sep;9;3;2013
20070907;6.09.2013;Friday;September;Sep;9;3;2013
20070908;7.09.2013;Saturday;September;Sep;9;3;2013
20070909;8.09.2013;Sunday;September;Sep;9;3;2013
20070910;9.09.2013;Monday;September;Sep;9;3;2013
20070911;10.09.2013;Tuesday;September;Sep;9;3;2013
20070912;11.09.2013;Wednesday;September;Sep;9;3;2013
20070913;12.09.2013;Thursday;September;Sep;9;3;2013
20070914;13.09.2013;Friday;September;Sep;9;3;2013
20070915;14.09.2013;Saturday;September;Sep;9;3;2013
20070916;15.09.2013;Sunday;September;Sep;9;3;2013
20070917;16.09.2013;Monday;September;Sep;9;3;2013
20070918;17.09.2013;Tuesday;September;Sep;9;3;2013
20070919;18.09.2013;Wednesday;September;Sep;9;3;2013
20070920;19.09.2013;Thursday;September;Sep;9;3;2013
20070921;20.09.2013;Friday;September;Sep;9;3;2013
20070922;21.09.2013;Saturday;September;Sep;9;3;2013
20070923;22.09.2013;Sunday;September;Sep;9;3;2013
20070924;23.09.2013;Monday;September;Sep;9;3;2013
20070925;24.09.2013;Tuesday;September;Sep;9;3;2013
20070926;25.09.2013;Wednesday;September;Sep;9;3;2013
20070927;26.09.2013;Thursday;September;Sep;9;3;2013
