ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesOrderNumber;SalesAmount
310;20101229;20110110;20110105;21768;SO43697;3578,27
346;20101229;20110110;20110105;28389;SO43698;3399,99
346;20101229;20110110;20110105;25863;SO43699;3399,99
336;20101229;20110110;20110105;14501;SO43700;699,0982
346;20101229;20110110;20110105;11003;SO43701;3399,99
311;20101230;20110111;20110106;27645;SO43702;3578,27
310;20101230;20110111;20110106;16624;SO43703;3578,27
351;20101230;20110111;20110106;11005;SO43704;3374,99
344;20101230;20110111;20110106;11011;SO43705;3399,99
312;20101231;20110112;20110107;27621;SO43706;3578,27
312;20101231;20110112;20110107;27616;SO43707;3578,27
330;20101231;20110112;20110107;20042;SO43708;699,0982
313;20101231;20110112;20110107;16351;SO43709;3578,27
314;20101231;20110112;20110107;16517;SO43710;3578,27
314;20110101;20110113;20110108;27606;SO43711;3578,27
311;20110101;20110113;20110108;13513;SO43712;3578,27
310;20110102;20110114;20110109;27601;SO43713;3578,27
311;20110102;20110114;20110109;13591;SO43714;3578,27
314;20110102;20110114;20110109;16483;SO43715;3578,27
311;20110102;20110114;20110109;16529;SO43716;3578,27
336;20110102;20110114;20110109;25249;SO43717;699,0982
311;20110103;20110115;20110110;27668;SO43718;3578,27
312;20110103;20110115;20110110;27612;SO43719;3578,27
311;20110103;20110115;20110110;13264;SO43720;3578,27
310;20110103;20110115;20110110;13590;SO43721;3578,27
312;20110104;20110116;20110111;13581;SO43722;3578,27
332;20110104;20110116;20110111;14520;SO43723;699,0982
311;20110104;20110116;20110111;16520;SO43724;3578,27
311;20110105;20110117;20110112;13258;SO43725;3578,27
332;20110105;20110117;20110112;14560;SO43726;699,0982
311;20110105;20110117;20110112;16607;SO43727;3578,27
313;20110106;20110118;20110113;27666;SO43728;3578,27
346;20110106;20110118;20110113;11238;SO43729;3399,99
346;20110106;20110118;20110113;25861;SO43730;3399,99
314;20110106;20110118;20110113;16629;SO43731;3578,27
350;20110106;20110118;20110113;11025;SO43732;3374,99
312;20110106;20110118;20110113;27577;SO43733;3578,27
312;20110107;20110119;20110114;27604;SO43734;3578,27
310;20110107;20110119;20110114;16522;SO43735;3578,27
346;20110107;20110119;20110114;11002;SO43736;3399,99
311;20110108;20110120;20110115;13261;SO43737;3578,27
312;20110108;20110120;20110115;11606;SO43738;3578,27
310;20110108;20110120;20110115;13563;SO43739;3578,27
312;20110108;20110120;20110115;16527;SO43740;3578,27
310;20110109;20110121;20110116;27671;SO43741;3578,27
314;20110109;20110121;20110116;13576;SO43742;3578,27
347;20110109;20110121;20110116;11007;SO43743;3399,99
313;20110109;20110121;20110116;16631;SO43744;3578,27
311;20110110;20110122;20110117;16514;SO43745;3578,27
312;20110110;20110122;20110117;16616;SO43746;3578,27
314;20110111;20110123;20110118;27623;SO43747;3578,27
313;20110111;20110123;20110118;27625;SO43748;3578,27
314;20110111;20110123;20110118;27636;SO43749;3578,27
311;20110111;20110123;20110118;11591;SO43750;3578,27
313;20110111;20110123;20110118;11592;SO43751;3578,27
311;20110111;20110123;20110118;13265;SO43752;3578,27
310;20110111;20110123;20110118;16482;SO43753;3578,27
312;20110112;20110124;20110119;27617;SO43754;3578,27
311;20110112;20110124;20110119;27670;SO43755;3578,27
332;20110112;20110124;20110119;19941;SO43756;699,0982
350;20110112;20110124;20110119;11017;SO43757;3374,99
310;20110113;20110125;20110120;27646;SO43758;3578,27
310;20110113;20110125;20110120;13257;SO43759;3578,27
314;20110113;20110125;20110120;16352;SO43760;3578,27
310;20110113;20110125;20110120;16493;SO43761;3578,27
314;20110114;20110126;20110121;27578;SO43762;3578,27
313;20110114;20110126;20110121;16525;SO43763;3578,27
310;20110114;20110126;20110121;16612;SO43764;3578,27
346;20110114;20110126;20110121;11010;SO43765;3399,99
313;20110115;20110127;20110122;16518;SO43766;3578,27
350;20110115;20110127;20110122;11001;SO43767;3374,99
312;20110116;20110128;20110123;27649;SO43768;3578,27
312;20110116;20110128;20110123;21659;SO43769;3578,27
312;20110116;20110128;20110123;27614;SO43770;3578,27
330;20110116;20110128;20110123;14559;SO43771;699,0982
312;20110116;20110128;20110123;16524;SO43772;3578,27
314;20110116;20110128;20110123;16526;SO43773;3578,27
313;20110116;20110128;20110123;16348;SO43774;3578,27
347;20110116;20110128;20110123;11027;SO43775;3399,99
314;20110117;20110129;20110124;13260;SO43776;3578,27
311;20110117;20110129;20110124;16515;SO43777;3578,27
345;20110117;20110129;20110124;11018;SO43778;3399,99
326;20110117;20110129;20110124;25252;SO43779;699,0982
311;20110118;20110130;20110125;11599;SO43780;3578,27
312;20110118;20110130;20110125;16495;SO43781;3578,27
312;20110118;20110130;20110125;16516;SO43782;3578,27
312;20110118;20110130;20110125;16620;SO43783;3578,27
310;20110119;20110131;20110126;27667;SO43784;3578,27
311;20110119;20110131;20110126;11601;SO43785;3578,27
311;20110119;20110131;20110126;11607;SO43786;3578,27
344;20110119;20110131;20110126;29385;SO43787;3399,99
351;20110119;20110131;20110126;11239;SO43788;3374,99
351;20110119;20110131;20110126;25865;SO43789;3374,99
344;20110119;20110131;20110126;25857;SO43790;3399,99
314;20110119;20110131;20110126;16484;SO43791;3578,27
312;20110119;20110131;20110126;16623;SO43792;3578,27
344;20110119;20110131;20110126;11000;SO43793;3399,99
347;20110119;20110131;20110126;11029;SO43794;3399,99
312;20110120;20110201;20110127;27615;SO43795;3578,27
342;20110120;20110201;20110127;17956;SO43796;699,0982
312;20110120;20110201;20110127;16345;SO43797;3578,27
310;20110120;20110201;20110127;16521;SO43798;3578,27
312;20110120;20110201;20110127;16636;SO43799;3578,27
311;20110121;20110202;20110128;21710;SO43800;3578,27
311;20110121;20110202;20110128;13583;SO43801;3578,27
312;20110121;20110202;20110128;11593;SO43802;3578,27
314;20110122;20110203;20110129;21741;SO43803;3578,27
310;20110122;20110203;20110129;13585;SO43804;3578,27
328;20110122;20110203;20110129;14510;SO43805;699,0982
312;20110122;20110203;20110129;16523;SO43806;3578,27
312;20110123;20110204;20110130;11611;SO43807;3578,27
313;20110123;20110204;20110130;13259;SO43808;3578,27
310;20110123;20110204;20110130;16350;SO43809;3578,27
345;20110123;20110204;20110130;11004;SO43810;3399,99
346;20110123;20110204;20110130;11026;SO43811;3399,99
312;20110124;20110205;20110131;27662;SO43812;3578,27
350;20110124;20110205;20110131;28390;SO43813;3374,99
350;20110124;20110205;20110131;25866;SO43814;3374,99
311;20110124;20110205;20110131;16494;SO43815;3578,27
314;20110124;20110205;20110131;16496;SO43816;3578,27
310;20110124;20110205;20110131;16519;SO43817;3578,27
312;20110124;20110205;20110131;16528;SO43818;3578,27
346;20110124;20110205;20110131;11006;SO43819;3399,99
312;20110125;20110206;20110201;27651;SO43820;3578,27
310;20110125;20110206;20110201;27663;SO43821;3578,27
313;20110125;20110206;20110201;27669;SO43822;3578,27
342;20110125;20110206;20110201;19942;SO43823;699,0982
338;20110125;20110206;20110201;14558;SO43824;699,0982
313;20110125;20110206;20110201;16349;SO43825;3578,27
348;20110125;20110206;20110201;11008;SO43826;3374,99
338;20110125;20110206;20110201;25250;SO43827;699,0982
310;20110126;20110207;20110202;27605;SO43828;3578,27
310;20110126;20110207;20110202;27611;SO43829;3578,27
311;20110126;20110207;20110202;16347;SO43830;3578,27
349;20110126;20110207;20110202;11028;SO43831;3374,99
310;20110126;20110207;20110202;13584;SO43832;3578,27
310;20110127;20110208;20110203;21727;SO43833;3578,27
348;20110127;20110208;20110203;28393;SO43834;3374,99
348;20110127;20110208;20110203;19802;SO43835;3374,99
324;20110127;20110208;20110203;26620;SO43836;699,0982
350;20110127;20110208;20110203;11009;SO43837;3374,99
313;20110128;20110209;20110204;27641;SO43838;3578,27
311;20110128;20110209;20110204;27673;SO43839;3578,27
326;20110128;20110209;20110204;17957;SO43840;699,0982
314;20110128;20110209;20110204;13406;SO43841;3578,27
312;20110128;20110209;20110204;16630;SO43842;3578,27
313;20110129;20110210;20110205;22041;SO43918;3578,27
314;20110129;20110210;20110205;12124;SO43919;3578,27
313;20110129;20110210;20110205;28066;SO43920;3578,27
313;20110129;20110210;20110205;16743;SO43921;3578,27
310;20110129;20110210;20110205;13546;SO43922;3578,27
312;20110130;20110211;20110206;28018;SO43923;3578,27
310;20110130;20110211;20110206;12132;SO43924;3578,27
314;20110130;20110211;20110206;16661;SO43925;3578,27
351;20110131;20110212;20110207;11055;SO43926;3374,99
314;20110131;20110212;20110207;16662;SO43927;3578,27
313;20110131;20110212;20110207;16740;SO43928;3578,27
322;20110131;20110212;20110207;25270;SO43929;699,0982
312;20110201;20110213;20110208;28038;SO43930;3578,27
313;20110201;20110213;20110208;13548;SO43931;3578,27
314;20110201;20110213;20110208;16741;SO43932;3578,27
347;20110201;20110213;20110208;11031;SO43933;3399,99
346;20110201;20110213;20110208;11034;SO43934;3399,99
334;20110202;20110214;20110209;20048;SO43935;699,0982
311;20110202;20110214;20110209;28065;SO43936;3578,27
312;20110202;20110214;20110209;17047;SO43937;3578,27
310;20110202;20110214;20110209;16686;SO43938;3578,27
312;20110202;20110214;20110209;16659;SO43939;3578,27
336;20110202;20110214;20110209;25294;SO43940;699,0982
314;20110203;20110215;20110210;13600;SO43941;3578,27
310;20110203;20110215;20110210;17051;SO43942;3578,27
338;20110203;20110215;20110210;14565;SO43943;699,0982
344;20110203;20110215;20110210;11054;SO43944;3399,99
310;20110203;20110215;20110210;16675;SO43945;3578,27
313;20110203;20110215;20110210;16687;SO43946;3578,27
310;20110203;20110215;20110210;16712;SO43947;3578,27
345;20110203;20110215;20110210;11047;SO43948;3399,99
310;20110204;20110216;20110211;27726;SO43949;3578,27
311;20110204;20110216;20110211;28014;SO43950;3578,27
311;20110204;20110216;20110211;16696;SO43951;3578,27
312;20110204;20110216;20110211;16639;SO43952;3578,27
342;20110205;20110217;20110212;20049;SO43953;699,0982
311;20110205;20110217;20110212;13602;SO43954;3578,27
314;20110205;20110217;20110212;13661;SO43955;3578,27
344;20110205;20110217;20110212;11030;SO43956;3399,99
313;20110206;20110218;20110213;28068;SO43957;3578,27
312;20110206;20110218;20110213;16658;SO43958;3578,27
348;20110206;20110218;20110213;11035;SO43959;3374,99
349;20110206;20110218;20110213;11046;SO43960;3374,99
311;20110207;20110219;20110214;28031;SO43961;3578,27
312;20110207;20110219;20110214;28076;SO43962;3578,27
314;20110207;20110219;20110214;16685;SO43963;3578,27
312;20110207;20110219;20110214;16745;SO43964;3578,27
351;20110207;20110219;20110214;11038;SO43965;3374,99
347;20110207;20110219;20110214;11039;SO43966;3399,99
313;20110208;20110220;20110215;28040;SO43967;3578,27
313;20110208;20110220;20110215;28067;SO43968;3578,27
310;20110208;20110220;20110215;28071;SO43969;3578,27
311;20110208;20110220;20110215;16684;SO43970;3578,27
314;20110208;20110220;20110215;16657;SO43971;3578,27
314;20110209;20110221;20110216;21939;SO43972;3578,27
312;20110209;20110221;20110216;28039;SO43973;3578,27
312;20110209;20110221;20110216;13687;SO43974;3578,27
312;20110209;20110221;20110216;13540;SO43975;3578,27
310;20110209;20110221;20110216;28063;SO43976;3578,27
312;20110209;20110221;20110216;16703;SO43977;3578,27
310;20110210;20110222;20110217;28030;SO43978;3578,27
322;20110210;20110222;20110217;14576;SO43979;699,0982
351;20110210;20110222;20110217;11048;SO43980;3374,99
314;20110210;20110222;20110217;16664;SO43981;3578,27
342;20110210;20110222;20110217;25271;SO43982;699,0982
314;20110211;20110223;20110218;28017;SO43983;3578,27
311;20110211;20110223;20110218;13545;SO43984;3578,27
313;20110211;20110223;20110218;13515;SO43985;3578,27
310;20110211;20110223;20110218;28070;SO43986;3578,27
310;20110212;20110224;20110219;28042;SO43987;3578,27
344;20110212;20110224;20110219;11244;SO43988;3399,99
312;20110212;20110224;20110219;28083;SO43989;3578,27
344;20110212;20110224;20110219;25872;SO43990;3399,99
310;20110212;20110224;20110219;16660;SO43991;3578,27
311;20110212;20110224;20110219;16638;SO43992;3578,27
314;20110214;20110226;20110221;16929;SO43993;3578,27
314;20110215;20110227;20110222;27681;SO43994;3578,27
312;20110215;20110227;20110222;21813;SO43995;3578,27
310;20110215;20110227;20110222;27920;SO43996;3578,27
310;20110215;20110227;20110222;28022;SO43997;3578,27
348;20110215;20110227;20110222;11033;SO43998;3374,99
311;20110215;20110227;20110222;28047;SO43999;3578,27
311;20110216;20110228;20110223;27918;SO44000;3578,27
313;20110216;20110228;20110223;28044;SO44001;3578,27
336;20110216;20110228;20110223;14572;SO44002;699,0982
342;20110216;20110228;20110223;19325;SO44003;699,0982
310;20110216;20110228;20110223;28061;SO44004;3578,27
334;20110216;20110228;20110223;26629;SO44005;699,0982
310;20110216;20110228;20110223;16744;SO44006;3578,27
320;20110216;20110228;20110223;25555;SO44007;699,0982
312;20110217;20110301;20110224;27678;SO44008;3578,27
314;20110217;20110301;20110224;27759;SO44009;3578,27
310;20110217;20110301;20110224;13680;SO44010;3578,27
310;20110217;20110301;20110224;13514;SO44011;3578,27
349;20110217;20110301;20110224;11052;SO44012;3374,99
312;20110217;20110301;20110224;16928;SO44013;3578,27
313;20110218;20110302;20110225;27917;SO44014;3578,27
311;20110218;20110302;20110225;13693;SO44015;3578,27
350;20110218;20110302;20110225;11247;SO44016;3374,99
310;20110218;20110302;20110225;28078;SO44017;3578,27
350;20110218;20110302;20110225;25876;SO44018;3374,99
310;20110218;20110302;20110225;16701;SO44019;3578,27
311;20110218;20110302;20110225;16931;SO44020;3578,27
348;20110218;20110302;20110225;11032;SO44021;3374,99
313;20110219;20110303;20110226;22008;SO44022;3578,27
349;20110219;20110303;20110226;19830;SO44023;3374,99
314;20110219;20110303;20110226;16663;SO44024;3578,27
314;20110219;20110303;20110226;16708;SO44025;3578,27
310;20110219;20110303;20110226;17045;SO44026;3578,27
310;20110220;20110304;20110227;21921;SO44027;3578,27
312;20110220;20110304;20110227;17048;SO44028;3578,27
350;20110220;20110304;20110227;11050;SO44029;3374,99
311;20110221;20110305;20110228;12131;SO44030;3578,27
313;20110221;20110305;20110228;13689;SO44031;3578,27
344;20110221;20110305;20110228;11243;SO44032;3399,99
314;20110221;20110305;20110228;16693;SO44033;3578,27
313;20110221;20110305;20110228;16702;SO44034;3578,27
312;20110221;20110305;20110228;16707;SO44035;3578,27
310;20110221;20110305;20110228;17046;SO44036;3578,27
328;20110221;20110305;20110228;25272;SO44037;699,0982
344;20110221;20110305;20110228;25868;SO44038;3399,99
342;20110222;20110306;20110301;17971;SO44039;699,0982
351;20110222;20110306;20110301;11057;SO44040;3374,99
313;20110222;20110306;20110301;16742;SO44041;3578,27
313;20110223;20110307;20110302;13678;SO44042;3578,27
311;20110223;20110307;20110302;13679;SO44043;3578,27
314;20110223;20110307;20110302;13690;SO44044;3578,27
344;20110223;20110307;20110302;28394;SO44045;3399,99
313;20110223;20110307;20110302;28064;SO44046;3578,27
344;20110223;20110307;20110302;25878;SO44047;3399,99
314;20110223;20110307;20110302;16713;SO44048;3578,27
314;20110224;20110308;20110303;13538;SO44049;3578,27
310;20110224;20110308;20110303;17050;SO44050;3578,27
310;20110225;20110309;20110304;13691;SO44051;3578,27
314;20110225;20110309;20110304;16637;SO44052;3578,27
338;20110226;20110310;20110305;19329;SO44053;699,0982
314;20110226;20110310;20110305;13542;SO44054;3578,27
310;20110226;20110310;20110305;13543;SO44055;3578,27
314;20110226;20110310;20110305;13559;SO44056;3578,27
338;20110226;20110310;20110305;14577;SO44057;699,0982
350;20110226;20110310;20110305;11056;SO44058;3374,99
313;20110226;20110310;20110305;16688;SO44059;3578,27
342;20110226;20110310;20110305;25273;SO44060;699,0982
310;20110227;20110311;20110306;27919;SO44061;3578,27
310;20110227;20110311;20110306;28041;SO44062;3578,27
344;20110227;20110311;20110306;11240;SO44063;3399,99
310;20110227;20110311;20110306;22050;SO44064;3578,27
310;20110227;20110311;20110306;28062;SO44065;3578,27
344;20110227;20110311;20110306;25867;SO44066;3399,99
310;20110227;20110311;20110306;17049;SO44067;3578,27
313;20110228;20110312;20110307;13541;SO44068;3578,27
349;20110228;20110312;20110307;28395;SO44069;3374,99
349;20110228;20110312;20110307;19829;SO44070;3374,99
313;20110228;20110312;20110307;16691;SO44071;3578,27
311;20110228;20110312;20110307;16656;SO44072;3578,27
351;20110228;20110312;20110307;11044;SO44073;3374,99
310;20110301;20110313;20110308;13821;SO44134;3578,27
310;20110301;20110313;20110308;28156;SO44135;3578,27
311;20110301;20110313;20110308;22114;SO44136;3578,27
314;20110301;20110313;20110308;17328;SO44137;3578,27
310;20110302;20110314;20110309;13765;SO44138;3578,27
311;20110302;20110314;20110309;13792;SO44139;3578,27
311;20110302;20110314;20110309;12221;SO44140;3578,27
313;20110302;20110314;20110309;13572;SO44141;3578,27
313;20110302;20110314;20110309;22058;SO44142;3578,27
313;20110302;20110314;20110309;28145;SO44143;3578,27
312;20110302;20110314;20110309;17071;SO44144;3578,27
310;20110302;20110314;20110309;17309;SO44145;3578,27
313;20110302;20110314;20110309;17310;SO44146;3578,27
310;20110302;20110314;20110309;17320;SO44147;3578,27
310;20110303;20110315;20110310;28172;SO44148;3578,27
312;20110303;20110315;20110310;17242;SO44149;3578,27
312;20110303;20110315;20110310;17315;SO44150;3578,27
328;20110303;20110315;20110310;25558;SO44151;699,0982
346;20110304;20110316;20110311;11334;SO44152;3399,99
312;20110304;20110316;20110311;28168;SO44153;3578,27
311;20110304;20110316;20110311;28181;SO44154;3578,27
313;20110304;20110316;20110311;28131;SO44155;3578,27
346;20110304;20110316;20110311;25887;SO44156;3399,99
314;20110304;20110316;20110311;17055;SO44157;3578,27
311;20110305;20110317;20110312;13567;SO44158;3578,27
311;20110305;20110317;20110312;28182;SO44159;3578,27
312;20110305;20110317;20110312;28186;SO44160;3578,27
314;20110306;20110318;20110313;13772;SO44161;3578,27
311;20110306;20110318;20110313;28185;SO44162;3578,27
314;20110306;20110318;20110313;28193;SO44163;3578,27
